102;1050.00;18.02;1308.00;big
103;848.00;12.38;1232.00;big
103;938.00;10.40;1314.00;big
104;1047.00;10.12;1207.00;big
104;1200.00;10.20;1199.00;big
105;435.00;9.50;1202.00;big
105;304.00;9.50;1321.00;big
106;1109.00;12.60;1125.00;big
106;916.00;12.53;1143.00;big
107;965.00;10.25;1037.00;big
107;1131.00;10.60;1071.00;big
108;747.00;11.70;970.00;big
108;669.00;15.65;1066.00;big
109;756.00;10.85;854.00;big
109;605.00;13.82;923.00;big
110;752.00;11.45;756.00;big
110;818.00;13.00;752.00;big
111;1016.00;10.93;897.00;big
111;898.00;11.30;926.00;big
112;952.00;10.10;783.00;big
112;1123.00;11.70;815.00;big
113;1150.00;10.78;737.00;big
113;1212.00;10.28;764.00;big
114;897.00;12.15;668.00;big
114;1052.00;11.55;718.00;big
115;564.00;13.20;854.00;big
115;508.00;10.30;785.00;big
116;542.00;11.20;659.00;big
116;681.00;11.73;706.00;big
117;603.00;10.45;544.00;big
117;739.00;10.48;566.00;big
118;994.00;10.53;479.00;big
118;875.00;11.30;568.00;big
119;691.00;9.88;402.00;big
119;809.00;10.25;455.00;big
120;939.00;10.23;307.00;big
120;780.00;11.20;297.00;big
121;1129.00;11.57;453.00;big
121;1192.00;11.30;539.00;big
122;1719.00;15.80;194.00;big
122;1574.00;17.20;224.00;big
123;1170.00;9.50;930.00;big
123;1073.00;9.50;1014.00;big
124;1350.00;10.00;755.00;big
124;1261.00;9.90;796.00;big
125;1058.00;9.50;360.00;big
125;1076.00;9.50;581.00;big
126;418.00;9.50;709.00;big
126;418.00;9.50;934.00;big
127;129.00;9.50;1235.00;big
127;203.00;9.50;994.00;big
128;510.00;9.50;509.00;big
128;503.00;9.50;376.00;big
129;195.00;9.50;676.00;big
129;204.00;9.50;407.00;big
130;626.00;9.50;257.00;big
130;815.00;9.50;210.00;big
131;1041.00;9.50;229.00;big
131;972.00;9.50;141.00;big
132;1249.00;9.50;622.00;big
132;1292.00;9.50;483.00;big
133;1630.00;9.50;605.00;big
133;1695.00;9.50;442.00;big
134;1434.00;9.50;716.00;big
134;1542.00;9.50;631.00;big
135;1486.00;9.50;586.00;big
135;1471.00;9.50;379.00;big
136;1345.00;9.50;213.00;big
136;1226.00;9.50;350.00;big
137;1602.00;9.50;325.00;big
137;1814.00;9.50;248.00;big
138;1752.00;9.50;99.00;big
138;1490.00;9.50;177.00;big
139;1948.00;9.50;296.00;big
139;1842.00;9.50;380.00;big
140;2301.00;9.50;226.00;big
140;2079.00;9.50;253.00;big
141;2662.00;9.50;242.00;big
141;2489.00;9.50;163.00;big
142;193.00;9.50;97.00;big
142;852.00;9.50;26.00;big
143;2585.00;9.50;447.00;big
143;2483.00;9.50;377.00;big
144;2426.00;9.50;678.00;big
144;2512.00;9.50;557.00;big
145;2506.00;9.50;742.00;big
145;2541.00;9.50;855.00;big
146;1440.00;9.50;28.00;big
146;1959.00;9.50;103.00;big
147;2943.00;13.10;1988.00;big
147;2782.00;10.43;1948.00;big
148;2886.00;15.90;1768.00;big
148;2956.00;12.32;1860.00;big
149;2977.00;10.95;1425.00;big
149;2882.00;11.50;1498.00;big
150;2877.00;13.85;1640.00;big
150;2956.00;12.10;1647.00;big
151;3466.00;13.10;1351.00;big
151;3309.00;10.60;1289.00;big
152;3078.00;15.23;1577.00;big
152;3122.00;16.45;1426.00;big
153;3422.00;10.70;1428.00;big
153;3262.00;10.68;1434.00;big
154;3358.00;13.40;1584.00;big
154;3208.00;10.82;1572.00;big
155;3084.00;18.05;1726.00;big
155;3220.00;11.65;1734.00;big
156;3044.00;18.27;1881.00;big
156;3153.00;12.20;1932.00;big
157;3318.00;12.78;1751.00;big
157;3449.00;10.10;1696.00;big
158;3771.00;11.00;1593.00;big
158;3849.00;10.20;1610.00;big
159;3719.00;11.73;1519.00;big
159;3788.00;10.30;1515.00;big
160;3524.00;11.05;1569.00;big
160;3497.00;10.95;1492.00;big
161;3611.00;10.95;1497.00;big
161;3610.00;9.93;1422.00;big
162;3762.00;10.12;1448.00;big
162;3694.00;11.05;1403.00;big
163;3632.00;11.60;1577.00;big
163;3689.00;11.03;1559.00;big
164;3319.00;10.57;1844.00;big
164;3440.00;11.60;1861.00;big
165;3737.00;10.95;1887.00;big
165;3586.00;12.80;1886.00;big
166;3571.00;12.25;1798.00;big
166;3682.00;10.93;1766.00;big
167;3830.00;11.15;1681.00;big
167;3929.00;10.20;1739.00;big
168;4057.00;9.90;1917.00;big
168;3983.00;10.20;1838.00;big
169;3585.00;11.78;1686.00;big
169;3695.00;12.55;1678.00;big
170;4077.00;10.32;1993.00;big
170;4007.00;10.20;1993.00;big
171;4059.00;10.35;1949.00;big
171;4005.00;11.00;1928.00;big
172;3937.00;11.70;1876.00;big
172;3949.00;10.30;1827.00;big
173;3854.00;11.03;1869.00;big
173;3922.00;10.60;1950.00;big
174;3813.00;12.60;1807.00;big
174;3789.00;11.88;1711.00;big
175;3302.00;21.85;1996.00;big
175;3494.00;18.08;1982.00;big
176;3634.00;16.85;2005.00;big
176;3792.00;13.43;1971.00;big
177;4140.00;10.18;1977.00;big
177;4166.00;10.07;1981.00;big
178;3987.00;11.23;1552.00;big
178;3921.00;10.28;1497.00;big
179;4331.00;12.03;1674.00;big
179;4410.00;15.70;1728.00;big
180;4238.00;11.57;1693.00;big
180;4100.00;10.65;1717.00;big
181;4031.00;9.50;2014.00;big
181;3810.00;9.50;2035.00;big
182;4174.00;9.50;1961.00;big
182;4040.00;9.50;1807.00;big
183;3878.00;9.50;1624.00;big
183;3991.00;9.50;1680.00;big
184;3847.00;9.50;1541.00;big
184;3834.00;9.50;1425.00;big
185;4307.00;9.50;1987.00;big
185;4549.00;9.50;1983.00;big
186;4527.00;9.50;1525.00;big
186;4576.00;9.50;1761.00;big
187;4465.00;9.50;1813.00;big
187;4248.00;9.50;1816.00;big
188;4321.00;9.50;1557.00;big
188;4148.00;9.50;1625.00;big
189;3918.00;9.50;1449.00;big
189;4036.00;9.50;1537.00;big
190;2738.00;10.48;1730.00;big
190;2721.00;10.10;1681.00;big
191;2751.00;9.50;1622.00;big
191;2809.00;9.50;1414.00;big
192;2630.00;9.50;1683.00;big
192;2534.00;9.50;1601.00;big
193;2663.00;9.50;1336.00;big
193;2657.00;9.50;1490.00;big
194;2571.00;9.50;1276.00;big
194;2491.00;9.50;1336.00;big
195;2544.00;9.50;1411.00;big
195;2495.00;9.50;1530.00;big
196;4119.00;10.82;588.00;big
196;4234.00;11.18;598.00;big
197;3923.00;10.55;644.00;big
197;4004.00;10.60;554.00;big
198;3917.00;11.60;412.00;big
198;4018.00;10.20;439.00;big
199;3820.00;10.20;386.00;big
199;3883.00;10.00;304.00;big
200;3991.00;10.73;1100.00;big
200;4000.00;10.50;1212.00;big
201;4143.00;11.00;1269.00;big
201;4103.00;10.70;1144.00;big
202;2954.00;12.05;1164.00;big
202;3166.00;10.07;1164.00;big
203;2870.00;11.85;1011.00;big
203;2980.00;12.90;1045.00;big
204;3135.00;10.40;1042.00;big
204;3241.00;12.30;1024.00;big
205;2974.00;10.38;715.00;big
205;2882.00;9.90;694.00;big
206;3050.00;12.28;931.00;big
206;2905.00;10.90;841.00;big
207;3116.00;9.80;705.00;big
207;3044.00;11.50;625.00;big
208;3261.00;11.05;705.00;big
208;3180.00;10.30;624.00;big
209;3013.00;9.50;775.00;big
209;3096.00;9.90;812.00;big
210;3283.00;11.65;853.00;big
210;3172.00;10.57;885.00;big
211;3398.00;11.35;437.00;big
211;3327.00;10.80;506.00;big
212;2926.00;9.50;234.00;big
212;3149.00;9.50;364.00;big
213;3734.00;10.80;846.00;big
213;3791.00;10.30;938.00;big
214;3566.00;11.20;874.00;big
214;3658.00;10.60;926.00;big
215;3441.00;11.73;1088.00;big
215;3344.00;11.95;1076.00;big
216;3405.00;10.62;1189.00;big
216;3537.00;10.23;1164.00;big
217;3641.00;10.10;349.00;big
217;3637.00;10.65;434.00;big
218;3619.00;10.40;560.00;big
218;3549.00;10.38;661.00;big
219;3704.00;10.62;552.00;big
219;3753.00;10.05;437.00;big
220;3482.00;11.62;778.00;big
220;3434.00;11.50;732.00;big
221;3728.00;11.75;722.00;big
221;3601.00;12.95;769.00;big
222;3408.00;10.07;638.00;big
222;3523.00;10.00;520.00;big
223;3425.00;11.55;863.00;big
223;3352.00;10.28;758.00;big
224;3370.00;12.55;987.00;big
224;3399.00;10.35;915.00;big
225;3595.00;12.88;1031.00;big
225;3498.00;11.93;968.00;big
226;3800.00;11.00;1227.00;big
226;3767.00;9.90;1109.00;big
227;3635.00;13.88;1124.00;big
227;3664.00;10.30;1239.00;big
228;2692.00;9.50;526.00;big
228;2836.00;9.50;511.00;big
229;2781.00;9.50;733.00;big
229;2825.00;9.50;966.00;big
230;2687.00;9.50;821.00;big
230;2624.00;9.50;974.00;big
231;2637.00;9.50;1216.00;big
231;2711.00;9.50;1080.00;big
232;3298.00;9.50;204.00;big
232;3223.00;9.50;78.00;big
233;2795.00;9.50;20.00;big
233;2373.00;9.50;53.00;big
234;3727.00;10.00;91.00;big
234;3507.00;10.32;62.00;big
235;2830.00;9.50;1199.00;big
235;2974.00;9.50;1288.00;big
236;3151.00;10.40;1256.00;big
236;3231.00;9.50;1211.00;big
237;3540.00;10.05;1285.00;big
237;3601.00;10.10;1329.00;big
238;3312.00;9.50;1216.00;big
238;3400.00;9.50;1237.00;big
239;4425.00;9.50;953.00;big
239;4450.00;9.50;1268.00;big
240;3999.00;9.50;92.00;big
240;4402.00;9.50;118.00;big
241;4438.00;9.50;383.00;big
241;4460.00;9.50;724.00;big
242;3966.00;10.20;1324.00;big
242;3864.00;9.90;1302.00;big
243;4065.00;10.00;1362.00;big
243;4200.00;9.50;1354.00;big
244;4015.00;14.50;939.00;big
244;3916.00;10.32;984.00;big
245;3924.00;9.50;807.00;big
245;3912.00;9.95;882.00;big
246;3920.00;10.00;1153.00;big
246;3840.00;9.50;1081.00;big
247;4241.00;9.50;1155.00;big
247;4097.00;9.50;1077.00;big
248;3801.00;9.50;993.00;big
248;3844.00;9.50;941.00;big
249;3728.00;9.50;1041.00;big
249;3654.00;9.50;965.00;big
250;3029.00;9.50;524.00;big
250;3269.00;9.50;587.00;big
251;3482.00;9.50;492.00;big
251;3571.00;9.50;367.00;big
252;3425.00;9.50;324.00;big
252;3288.00;9.50;398.00;big
253;3821.00;9.80;655.00;big
253;3789.00;9.50;569.00;big
254;4013.00;9.50;710.00;big
254;3828.00;9.50;755.00;big
255;4194.00;9.50;704.00;big
255;4331.00;9.50;627.00;big
256;4172.00;9.50;823.00;big
256;4225.00;9.50;966.00;big
257;3729.00;9.50;363.00;big
257;3840.00;9.50;475.00;big
258;4040.00;9.50;396.00;big
258;4226.00;9.50;423.00;big
259;3823.00;9.50;241.00;big
259;3959.00;9.50;258.00;big
